"mixture_name","mix_name","mean_weight_pos","mean_weight_neg","imputation_number"
"OC Pesticides","transnona.t1.res",0.394164391643265,0.0825402437523448,5
"OC Pesticides","bbhc.t1.res",0.131575916200747,0.420795155768485,6
"OC Pesticides","dde.t1.res",0.384948422648021,0.179269359881737,6
"OC Pesticides","oxychlor.t1.res",0.257571658536582,0.22189399759626,6
"OC Pesticides","transnona.t1.res",0.22590400261465,0.178041486753518,6
"OC Pesticides","bbhc.t1.res",0.157517562060933,0.418533932882968,7
"OC Pesticides","dde.t1.res",0.131509807733082,0.248668384811689,7
"OC Pesticides","oxychlor.t1.res",0.342697830333791,0.197438387738632,7
"OC Pesticides","transnona.t1.res",0.368274799872194,0.135359294566711,7
"OC Pesticides","bbhc.t1.res",0.396640351898426,0.227826463408049,8
"OC Pesticides","dde.t1.res",0.339452592831112,0.221787874262111,8
"OC Pesticides","oxychlor.t1.res",0.088721633215946,0.40639136545506,8
"OC Pesticides","transnona.t1.res",0.175185422054516,0.14399429687478,8
"OC Pesticides","bbhc.t1.res",0.0588406741344331,0.546605614320964,9
"OC Pesticides","dde.t1.res",0.153865922710383,0.213417934246627,9
"OC Pesticides","oxychlor.t1.res",0.2151283848102,0.190492029292865,9
"OC Pesticides","transnona.t1.res",0.572165018344983,0.0494844221395442,9
"OC Pesticides","bbhc.t1.res",0.444310096194459,0.169742484481353,10
"OC Pesticides","dde.t1.res",0.365617312638835,0.192716086229406,10
"OC Pesticides","oxychlor.t1.res",0.0428568001064024,0.57080321431453,10
"OC Pesticides","transnona.t1.res",0.147215791060304,0.0667382149747116,10
"PFAS","pfhxs.t1.res",0.902279625635428,0.00711871638916215,1
"PFAS","pfos.t1.res",0.0046272869961938,0.804933246049289,1
"PFAS","pfoa.t1.res",0.0930930873683787,0.187948037561549,1
"PFAS","pfhxs.t1.res",0.939821605561742,0.00305592495773623,2
"PFAS","pfos.t1.res",0.00269631192641498,0.782329149688089,2
"PFAS","pfoa.t1.res",0.0574820825118428,0.214614925354175,2
"PFAS","pfhxs.t1.res",0.907317924984497,0.00450540898757838,3
"PFAS","pfos.t1.res",0.00267267460043148,0.845411318665476,3
"PFAS","pfoa.t1.res",0.0900094004150718,0.150083272346946,3
"PFAS","pfhxs.t1.res",0.952356429042399,0.0030215255807609,4
"PFAS","pfos.t1.res",0.00367327118636717,0.763505647104795,4
"PFAS","pfoa.t1.res",0.0439702997712338,0.233472827314444,4
"PFAS","pfhxs.t1.res",0.963562836633382,0.00249945530293631,5
"PFAS","pfos.t1.res",0.00279526242021208,0.729860082517872,5
"PFAS","pfoa.t1.res",0.033641900946406,0.267640462179192,5
"PFAS","pfhxs.t1.res",0.957776491043442,0.00228275972090998,6
"PFAS","pfos.t1.res",0.00426219322775021,0.724170697478023,6
"PFAS","pfoa.t1.res",0.0379613157288074,0.273546542801067,6
"PFAS","pfhxs.t1.res",0.888090602210582,0.00678625296128943,7
"PFAS","pfos.t1.res",0.00619161336764413,0.831409214915572,7
"PFAS","pfoa.t1.res",0.105717784421774,0.161804532123139,7
"PFAS","pfhxs.t1.res",0.960629357073227,0.00123867741930515,8
"PFAS","pfos.t1.res",0.00151197117655097,0.809709688701278,8
"PFAS","pfoa.t1.res",0.0378586717502223,0.189051633879417,8
"PFAS","pfhxs.t1.res",0.938916770547541,0.00439406514531561,9
"PFAS","pfos.t1.res",0.00362498173375689,0.788057510207521,9
"PFAS","pfoa.t1.res",0.0574582477187018,0.207548424647164,9
"PFAS","pfhxs.t1.res",0.918410825368313,0.00469261789061005,10
"PFAS","pfos.t1.res",0.00488880022579244,0.797051323858531,10
"PFAS","pfoa.t1.res",0.0767003744058941,0.198256058250859,10
"PCBs","pcb118.t1.res",0.150165756399546,0.499644347385429,1
"PCBs","pcb138.t1.res",0.0214679747334479,0.263401796813906,1
"PCBs","pcb153.t1.res",0.519369680994806,0.0249339799845871,1
"PCBs","pcb180.t1.res",0.3089965878722,0.212019875816077,1
"PCBs","pcb118.t1.res",0.168434684219535,0.507986303369498,2
"PCBs","pcb138.t1.res",0.0219348648362115,0.308377870719754,2
"PCBs","pcb153.t1.res",0.337420517434098,0.0365178851719825,2
"PCBs","pcb180.t1.res",0.472209933510156,0.147117940738765,2
"PCBs","pcb118.t1.res",0.227021351122527,0.499281673208393,3
"PCBs","pcb138.t1.res",0.0584250203935124,0.183891490099932,3
"PCBs","pcb153.t1.res",0.382404692149164,0.0499260556299082,3
"PCBs","pcb180.t1.res",0.332148936334796,0.266900781061766,3
"PCBs","pcb118.t1.res",0.154016861612143,0.463248028682855,4
"PCBs","pcb138.t1.res",0.024181848439842,0.316986894686194,4
"PCBs","pcb153.t1.res",0.483789128308991,0.0210417677616594,4
"PCBs","pcb180.t1.res",0.338012161639025,0.198723308869291,4
"PCBs","pcb118.t1.res",0.132472006636341,0.545305265714544,5
"PCBs","pcb138.t1.res",0.0217916911886117,0.270068840535871,5
"PCBs","pcb153.t1.res",0.449306234403174,0.027891232474072,5
"PCBs","pcb180.t1.res",0.396430067771874,0.156734661275513,5
"PCBs","pcb118.t1.res",0.103979620036915,0.546904378913444,6
"PCBs","pcb138.t1.res",0.0174672742810774,0.230515215399165,6
"PCBs","pcb153.t1.res",0.515125453643775,0.0152041445616777,6
"PCBs","pcb180.t1.res",0.363427652038233,0.207376261125713,6
"PCBs","pcb118.t1.res",0.135069417269182,0.522467214463575,7
"PCBs","pcb138.t1.res",0.0259799103942622,0.253189769575682,7
"PCBs","pcb153.t1.res",0.430228798709707,0.0425287549014341,7
"PCBs","pcb180.t1.res",0.408721873626848,0.181814261059309,7
"PCBs","pcb118.t1.res",0.189706024685243,0.469859360209051,8
"PCBs","pcb138.t1.res",0.0250097941437111,0.291581615837507,8
"PCBs","pcb153.t1.res",0.442907250082256,0.0297592633347338,8
"PCBs","pcb180.t1.res",0.34237693108879,0.208799760618709,8
"PCBs","pcb118.t1.res",0.171126696026533,0.44619572520209,9
"PCBs","pcb138.t1.res",0.0234927914429346,0.300995367776201,9
"PCBs","pcb153.t1.res",0.452218312689903,0.0344879798351914,9
"PCBs","pcb180.t1.res",0.353162199840629,0.218320927186518,9
"PCBs","pcb118.t1.res",0.137033982091949,0.511309990066356,10
"PCBs","pcb138.t1.res",0.0284143075387449,0.275515507331033,10
"PCBs","pcb153.t1.res",0.520434334330866,0.024437531010606,10
"PCBs","pcb180.t1.res",0.31411737603844,0.188736971592005,10
"All POPs","bbhc.t1.res",0.0075280281413429,0.296926818876109,1
"All POPs","dde.t1.res",0.00414995884995864,0.0740811157650363,1
"All POPs","oxychlor.t1.res",0.00713670075636031,0.117571585050782,1
"All POPs","transnona.t1.res",0.00629634628421305,0.0666195448789828,1
"All POPs","pfhxs.t1.res",0.339818033813381,0.00170427436792741,1
"All POPs","pfos.t1.res",0.00248666827105678,0.201629184669317,1
"All POPs","pfoa.t1.res",0.0342452404198813,0.0682652690116991,1
"All POPs","pcb118.t1.res",0.01788911278284,0.0766479898304599,1
"All POPs","pcb138.t1.res",0.00189478399763456,0.0138166859605595,1
"All POPs","pcb153.t1.res",0.0707929779750979,0.00203903474552129,1
"All POPs","pcb180.t1.res",0.0685396507018561,0.0760830956031617,1
"All POPs","bde47.t1.res",0.439222498006377,0.00461540124044335,1
"All POPs","bbhc.t1.res",0.0440373894668539,0.0905534638956916,2
"All POPs","dde.t1.res",0.0097733945728806,0.0730738519842463,2
"All POPs","oxychlor.t1.res",0.00946860099383737,0.114474486210097,2
"All POPs","transnona.t1.res",0.00393404716979899,0.117011400248539,2
"All POPs","pfhxs.t1.res",0.322993608486545,0.00100636959188681,2
"All POPs","pfos.t1.res",0.00121843320928476,0.242722675724956,2
"All POPs","pfoa.t1.res",0.0200840327070123,0.0902888996128562,2
"All POPs","pcb118.t1.res",0.0147859035547939,0.123053195371043,2
"All POPs","pcb138.t1.res",0.00163969994489782,0.0697127457999222,2
"All POPs","pcb153.t1.res",0.0312813498806098,0.0055733348401719,2
"All POPs","pcb180.t1.res",0.0766650869836313,0.0654235001909676,2
"All POPs","bde47.t1.res",0.464118453029854,0.00710607652962259,2
"All POPs","bbhc.t1.res",0.00488197938462198,0.303146262682782,3
"All POPs","dde.t1.res",0.0570313240476691,0.0419014469355053,3
"All POPs","oxychlor.t1.res",0.00957954844060032,0.0844086832131761,3
"All POPs","transnona.t1.res",0.0334912279217889,0.0136418059965387,3
"All POPs","pfhxs.t1.res",0.298449726284466,0.0016506076858332,3
"All POPs","pfos.t1.res",0.00117618159503959,0.251103348933865,3
"All POPs","pfoa.t1.res",0.0275484450670571,0.0695192826372519,3
"All POPs","pcb118.t1.res",0.0200435494031007,0.110619195887206,3
"All POPs","pcb138.t1.res",0.00447336674438535,0.0168352522483832,3
"All POPs","pcb153.t1.res",0.0388722476882152,0.00774366796014986,3
"All POPs","pcb180.t1.res",0.0556321896898228,0.0944183184369815,3
"All POPs","bde47.t1.res",0.448820213733233,0.00501212738232695,3
"All POPs","bbhc.t1.res",0.00585893512082217,0.20868482850627,4
"All POPs","dde.t1.res",0.00115562018092027,0.224082870076605,4
"All POPs","oxychlor.t1.res",0.0400885868019626,0.0493821630473547,4
"All POPs","transnona.t1.res",0.0370039263969241,0.0296859604752626,4
"All POPs","pfhxs.t1.res",0.429390302305339,0.000723844067781858,4
"All POPs","pfos.t1.res",0.00245683060679383,0.189932355160361,4
"All POPs","pfoa.t1.res",0.0198804091017295,0.0748992019087811,4
"All POPs","pcb118.t1.res",0.0124158587465155,0.100633567556123,4
"All POPs","pcb138.t1.res",0.00154463530580751,0.031128853527379,4
"All POPs","pcb153.t1.res",0.0419332843069083,0.00185025401099701,4
"All POPs","pcb180.t1.res",0.0532886803491307,0.0828279423799569,4
"All POPs","bde47.t1.res",0.354982930777146,0.00616815928312758,4
"All POPs","bbhc.t1.res",0.0034214908606088,0.195369368480106,5
"All POPs","dde.t1.res",0.000989049594829575,0.206562377156302,5
"All POPs","oxychlor.t1.res",0.017210698858285,0.0669886061116002,5
"All POPs","transnona.t1.res",0.00755114236631451,0.0256587725706444,5
"All POPs","pfhxs.t1.res",0.343726837509378,0.000727587138509165,5
"All POPs","pfos.t1.res",0.00127824091452676,0.209486606438337,5
"All POPs","pfoa.t1.res",0.0126919457438517,0.101775825936147,5
"All POPs","pcb118.t1.res",0.00885441658938619,0.104453443650616,5
"All POPs","pcb138.t1.res",0.00124683182122863,0.0220063031490795,5
"All POPs","pcb153.t1.res",0.0381367403651844,0.00169694423653398,5
"All POPs","pcb180.t1.res",0.0565707648827694,0.0617883214504283,5
"All POPs","bde47.t1.res",0.508321840493637,0.00348584368169677,5
"All POPs","bbhc.t1.res",0.00899647880496976,0.171299659169769,6
"All POPs","dde.t1.res",0.0205216881357243,0.0599571707609049,6
"All POPs","oxychlor.t1.res",0.0262950104270908,0.0682300050065373,6
"All POPs","transnona.t1.res",0.0115162825842172,0.0376188010220776,6
"All POPs","pfhxs.t1.res",0.404253092540138,0.000723965039136146,6
"All POPs","pfos.t1.res",0.0024505130939332,0.20716942410875,6
"All POPs","pfoa.t1.res",0.0160519546087932,0.117031624805382,6
"All POPs","pcb118.t1.res",0.00768769249107772,0.177400126394322,6
"All POPs","pcb138.t1.res",0.0010574356576073,0.0501221664792965,6
"All POPs","pcb153.t1.res",0.0531411365462346,0.00318383246933609,6
"All POPs","pcb180.t1.res",0.0620986040877531,0.100956856355112,6
"All POPs","bde47.t1.res",0.385930111022461,0.00630636838937626,6
"All POPs","bbhc.t1.res",0.00685263720029037,0.234101940549261,7
"All POPs","dde.t1.res",0.00330848333747778,0.10053156436237,7
"All POPs","oxychlor.t1.res",0.0192221267644693,0.0803383403260137,7
"All POPs","transnona.t1.res",0.0105995776179797,0.0442400260345822,7
"All POPs","pfhxs.t1.res",0.364742178329584,0.00194760502214394,7
"All POPs","pfos.t1.res",0.00327447663904211,0.21767073463066,7
"All POPs","pfoa.t1.res",0.0418340127918056,0.0599101081169341,7
"All POPs","pcb118.t1.res",0.0143278585364991,0.132868752442432,7
"All POPs","pcb138.t1.res",0.00240915907371033,0.0322497187240613,7
"All POPs","pcb153.t1.res",0.0518218347695766,0.00767834968645139,7
"All POPs","pcb180.t1.res",0.0724429028712174,0.0817713153414366,7
"All POPs","bde47.t1.res",0.409164752068347,0.0066915447636537,7
"All POPs","bbhc.t1.res",0.0544151970438315,0.0758434612664125,8
"All POPs","dde.t1.res",0.026401402146277,0.0615571700834174,8
"All POPs","oxychlor.t1.res",0.0178733037886502,0.0944551030996253,8
"All POPs","transnona.t1.res",0.0129954502376449,0.0179430570546693,8
"All POPs","pfhxs.t1.res",0.388077805487567,0.000372978844409569,8
"All POPs","pfos.t1.res",0.000727626207667444,0.296872379690928,8
"All POPs","pfoa.t1.res",0.0152425861408025,0.0883422821564954,8
"All POPs","pcb118.t1.res",0.0134483511183881,0.161604684904431,8
"All POPs","pcb138.t1.res",0.0015100712654483,0.0918643552921281,8
"All POPs","pcb153.t1.res",0.0335690855496422,0.00802063251134944,8
"All POPs","pcb180.t1.res",0.0477874090188019,0.0958735591418874,8
"All POPs","bde47.t1.res",0.387951711995279,0.00725033595424579,8
"All POPs","bbhc.t1.res",0.00646253550371621,0.214041797383561,9
"All POPs","dde.t1.res",0.0087274240652862,0.0597909169797809,9
"All POPs","oxychlor.t1.res",0.0304194675212272,0.0403948515606103,9
"All POPs","transnona.t1.res",0.0612398325175225,0.0115711850427359,9
"All POPs","pfhxs.t1.res",0.305474335422282,0.00154039047217748,9
"All POPs","pfos.t1.res",0.00170042066317259,0.241692485381358,9
"All POPs","pfoa.t1.res",0.0197552315039967,0.0947096172533872,9
"All POPs","pcb118.t1.res",0.0108862070701862,0.146468633584246,9
"All POPs","pcb138.t1.res",0.00102743509154384,0.0649385527793747,9
"All POPs","pcb153.t1.res",0.0369453290948274,0.00729314290253325,9
"All POPs","pcb180.t1.res",0.0422372333905728,0.11322209376686,9
"All POPs","bde47.t1.res",0.475124548155667,0.00433633289337532,9
"All POPs","bbhc.t1.res",0.0569229418073718,0.0715911419962407,10
"All POPs","dde.t1.res",0.0397584729584027,0.0748233482431137,10
"All POPs","oxychlor.t1.res",0.00694608345921738,0.160903361624858,10
"All POPs","transnona.t1.res",0.0138283400736198,0.0145368642305611,10
"All POPs","pfhxs.t1.res",0.339931815155174,0.00163353690570121,10
"All POPs","pfos.t1.res",0.00218636492158521,0.246188925231938,10
"All POPs","pfoa.t1.res",0.0279353292550857,0.0797370632174139,10
"All POPs","pcb118.t1.res",0.0121180570268769,0.170676760969837,10
"All POPs","pcb138.t1.res",0.00151787821457763,0.0782357037237738,10
"All POPs","pcb153.t1.res",0.0514907490314854,0.00730656427689581,10
"All POPs","pcb180.t1.res",0.0549769517402058,0.0878242266768288,10
"All POPs","bde47.t1.res",0.392387016356398,0.00654250290283796,10
