"mixture_name","mix_name","mean_weight_pos","mean_weight_neg","imputation_number"
"PFAS","pfos.t1.res",0.00593805129621095,0.590367016834395,10
"PFAS","pfoa.t1.res",0.0356125119948853,0.409003186183582,10
"PCBs","pcb118.t1.res",0.245855705204234,0.415768803260611,1
"PCBs","pcb138.t1.res",0.0574520632705663,0.289138800123485,1
"PCBs","pcb153.t1.res",0.451897671387791,0.0390961791966539,1
"PCBs","pcb180.t1.res",0.244794560137409,0.255996217419251,1
"PCBs","pcb118.t1.res",0.195731924903645,0.443515360592736,2
"PCBs","pcb138.t1.res",0.0213761055633849,0.371875229997811,2
"PCBs","pcb153.t1.res",0.458714213955478,0.0210485327236021,2
"PCBs","pcb180.t1.res",0.324177755577492,0.163560876685851,2
"PCBs","pcb118.t1.res",0.243947347942387,0.403760303585572,3
"PCBs","pcb138.t1.res",0.0447725097271183,0.302998926211294,3
"PCBs","pcb153.t1.res",0.466933316683257,0.0305300129707289,3
"PCBs","pcb180.t1.res",0.244346825647237,0.262710757232405,3
"PCBs","pcb118.t1.res",0.212558105072293,0.487963319248994,4
"PCBs","pcb138.t1.res",0.0438299564456831,0.219672378130903,4
"PCBs","pcb153.t1.res",0.613757746935234,0.00937798516106148,4
"PCBs","pcb180.t1.res",0.12985419154679,0.282986317459042,4
"PCBs","pcb118.t1.res",0.201694595139524,0.441123474600798,5
"PCBs","pcb138.t1.res",0.022378734368407,0.336931261143101,5
"PCBs","pcb153.t1.res",0.546358233072828,0.014592868852407,5
"PCBs","pcb180.t1.res",0.229568437419241,0.207352395403694,5
"PCBs","pcb118.t1.res",0.34382032078465,0.327960330468036,6
"PCBs","pcb138.t1.res",0.0224619719142128,0.385301443502973,6
"PCBs","pcb153.t1.res",0.414156892722305,0.0304126206126503,6
"PCBs","pcb180.t1.res",0.219560814578833,0.256325605416341,6
"PCBs","pcb118.t1.res",0.220488149416379,0.455038463928621,7
"PCBs","pcb138.t1.res",0.0397180365312107,0.276381838781462,7
"PCBs","pcb153.t1.res",0.585300394981142,0.0152602369136712,7
"PCBs","pcb180.t1.res",0.154493419071267,0.253319460376246,7
"PCBs","pcb118.t1.res",0.299601817261771,0.328164547222809,8
"PCBs","pcb138.t1.res",0.0120141235597924,0.458690641542807,8
"PCBs","pcb153.t1.res",0.375649744551779,0.0400479128100126,8
"PCBs","pcb180.t1.res",0.312734314626657,0.173096898424371,8
"PCBs","pcb118.t1.res",0.236732936691195,0.412711570990395,9
"PCBs","pcb138.t1.res",0.0252056928070856,0.333245338253612,9
"PCBs","pcb153.t1.res",0.47953911971334,0.0244355443540462,9
"PCBs","pcb180.t1.res",0.258522250788379,0.229607546401947,9
"PCBs","pcb118.t1.res",0.204581443973017,0.396488158787309,10
"PCBs","pcb138.t1.res",0.00968927336550751,0.421072877432905,10
"PCBs","pcb153.t1.res",0.450819610074042,0.0150469513480144,10
"PCBs","pcb180.t1.res",0.334909672587433,0.167392012431772,10
"All POPs","bbhc.t1.res",0.00213860530535653,0.418053471560798,1
"All POPs","dde.t1.res",0.000986237289480068,0.0897098961488538,1
"All POPs","oxychlor.t1.res",0.00904571970515185,0.0765060940138525,1
"All POPs","transnona.t1.res",0.02835788567725,0.00847173808767377,1
"All POPs","pfhxs.t1.res",0.398958844471236,0.000734119401499905,1
"All POPs","pfos.t1.res",0.00388240748870167,0.126941881839244,1
"All POPs","pfoa.t1.res",0.0220002091598133,0.0822043455095434,1
"All POPs","pcb118.t1.res",0.0146814581423223,0.0781967467700894,1
"All POPs","pcb138.t1.res",0.00308438748525607,0.017178499700113,1
"All POPs","pcb153.t1.res",0.0389772546308452,0.00341579238996958,1
"All POPs","pcb180.t1.res",0.0566759198169249,0.0966737833037937,1
"All POPs","bde47.t1.res",0.421211070827662,0.00191363127456837,1
"All POPs","bbhc.t1.res",0.00860693743986595,0.231636596404358,2
"All POPs","dde.t1.res",0.0138309269680712,0.0447742594563623,2
"All POPs","oxychlor.t1.res",0.00351661010011255,0.172142775037096,2
"All POPs","transnona.t1.res",0.0100752010184931,0.0369857080453218,2
"All POPs","pfhxs.t1.res",0.459720191351345,0.000196472118840024,2
"All POPs","pfos.t1.res",0.00326081978529722,0.102982647598416,2
"All POPs","pfoa.t1.res",0.0122079327958104,0.145617961879498,2
"All POPs","pcb118.t1.res",0.0139263866694153,0.113133227523001,2
"All POPs","pcb138.t1.res",0.00127851303854083,0.0708593409053266,2
"All POPs","pcb153.t1.res",0.0418961809896946,0.00384694224359419,2
"All POPs","pcb180.t1.res",0.0736658461486176,0.0751288208196139,2
"All POPs","bde47.t1.res",0.358014453694736,0.00269524796857159,2
"All POPs","bbhc.t1.res",0.0108767727181507,0.210641527972557,3
"All POPs","dde.t1.res",0.036740611787377,0.0229765198925369,3
"All POPs","oxychlor.t1.res",0.00353398581593398,0.100602381075418,3
"All POPs","transnona.t1.res",0.060437389001878,0.0108272826082327,3
"All POPs","pfhxs.t1.res",0.38645057768523,0.000193479162709011,3
"All POPs","pfos.t1.res",0.00171348320296415,0.185045131172357,3
"All POPs","pfoa.t1.res",0.0135889443677948,0.113126639524951,3
"All POPs","pcb118.t1.res",0.0120606473153635,0.135183142780417,3
"All POPs","pcb138.t1.res",0.00166383124035693,0.0835503454150594,3
"All POPs","pcb153.t1.res",0.0355113270797569,0.0079103568916143,3
"All POPs","pcb180.t1.res",0.0479242323366876,0.127252939341626,3
"All POPs","bde47.t1.res",0.389498197448506,0.00269025416252188,3
"All POPs","bbhc.t1.res",0.00332733205836234,0.261606066408168,4
"All POPs","dde.t1.res",0.00170463916658307,0.0951313803237875,4
"All POPs","oxychlor.t1.res",0.00254678742312895,0.198787853125808,4
"All POPs","transnona.t1.res",0.0276620796419081,0.00107042896505645,4
"All POPs","pfhxs.t1.res",0.451109347449185,0.000171090238372385,4
"All POPs","pfos.t1.res",0.00294136713003159,0.118456445910799,4
"All POPs","pfoa.t1.res",0.0105494462847964,0.104043094223952,4
"All POPs","pcb118.t1.res",0.00940322134563801,0.101109070578935,4
"All POPs","pcb138.t1.res",0.0019979849290778,0.0155457271037368,4
"All POPs","pcb153.t1.res",0.0495577523079148,0.00049005798509316,4
"All POPs","pcb180.t1.res",0.0293339208265945,0.102592374378006,4
"All POPs","bde47.t1.res",0.40986612143678,0.000996410758285845,4
"All POPs","bbhc.t1.res",0.00357336410438194,0.409341068083814,5
"All POPs","dde.t1.res",0.00216685844549191,0.0906791122407271,5
"All POPs","oxychlor.t1.res",0.00650234551373159,0.0641165939668809,5
"All POPs","transnona.t1.res",0.0447464094605745,0.00293209146202087,5
"All POPs","pfhxs.t1.res",0.46690581980947,0.000656978389119063,5
"All POPs","pfos.t1.res",0.0035510278028066,0.090520283270973,5
"All POPs","pfoa.t1.res",0.0105283301011756,0.128405970502567,5
"All POPs","pcb118.t1.res",0.0121223642544409,0.0904950895357346,5
"All POPs","pcb138.t1.res",0.00143482406935279,0.0256879323018451,5
"All POPs","pcb153.t1.res",0.0535163671425623,0.00061736805738907,5
"All POPs","pcb180.t1.res",0.0492123650727829,0.0946542626396827,5
"All POPs","bde47.t1.res",0.345739924223229,0.00189324954924601,5
"All POPs","bbhc.t1.res",0.0146985066450355,0.165336597552888,6
"All POPs","dde.t1.res",0.00248155097744334,0.0938309388389484,6
"All POPs","oxychlor.t1.res",0.00214110587078722,0.195202553659911,6
"All POPs","transnona.t1.res",0.0191001857373452,0.00441830285157701,6
"All POPs","pfhxs.t1.res",0.506655263220662,0.000185195398840652,6
"All POPs","pfos.t1.res",0.00293851496600203,0.13048863098989,6
"All POPs","pfoa.t1.res",0.0146529020603015,0.119965723334643,6
"All POPs","pcb118.t1.res",0.0211139379879016,0.0807305975567438,6
"All POPs","pcb138.t1.res",0.000981860246386313,0.0751412362668911,6
"All POPs","pcb153.t1.res",0.0340598150288718,0.00499375972672068,6
"All POPs","pcb180.t1.res",0.0364241826817672,0.126466423260637,6
"All POPs","bde47.t1.res",0.344752174577496,0.00324004056230918,6
"All POPs","bbhc.t1.res",0.0316099238912512,0.119601726336949,7
"All POPs","dde.t1.res",0.000759230795998741,0.130025240757298,7
"All POPs","oxychlor.t1.res",0.00556310430437637,0.128072565836579,7
"All POPs","transnona.t1.res",0.0148576947896155,0.01798876580771,7
"All POPs","pfhxs.t1.res",0.39481158035468,0.000519430414522154,7
"All POPs","pfos.t1.res",0.00186115023463941,0.177274565779221,7
"All POPs","pfoa.t1.res",0.00966309254821166,0.126307392359793,7
"All POPs","pcb118.t1.res",0.0112230867622373,0.119399578726248,7
"All POPs","pcb138.t1.res",0.00139562470358745,0.0621563069681418,7
"All POPs","pcb153.t1.res",0.044732177533489,0.00217298914014753,7
"All POPs","pcb180.t1.res",0.0311567190142371,0.114602632205501,7
"All POPs","bde47.t1.res",0.452366615067676,0.00187880566788917,7
"All POPs","bbhc.t1.res",0.00332169778665409,0.28937198591679,8
"All POPs","dde.t1.res",0.0257498825476079,0.0177945967325023,8
"All POPs","oxychlor.t1.res",0.000980265549183536,0.291201517390632,8
"All POPs","transnona.t1.res",0.0219987205798633,0.00152504501532861,8
"All POPs","pfhxs.t1.res",0.475728338358528,0.000150800050445521,8
"All POPs","pfos.t1.res",0.0021571323894679,0.118130973764507,8
"All POPs","pfoa.t1.res",0.0147593279336887,0.0896508357912248,8
"All POPs","pcb118.t1.res",0.0213164852648501,0.061515500278274,8
"All POPs","pcb138.t1.res",0.000416726140960161,0.0467725867971444,8
"All POPs","pcb153.t1.res",0.0315706345428266,0.00377303632546213,8
"All POPs","pcb180.t1.res",0.0661815759135809,0.0765885530205601,8
"All POPs","bde47.t1.res",0.335819212992789,0.00352456891712914,8
"All POPs","bbhc.t1.res",0.00401410687627246,0.230160090739583,9
"All POPs","dde.t1.res",0.0063562727553214,0.0713923614653347,9
"All POPs","oxychlor.t1.res",0.00311967549379236,0.217817652216871,9
"All POPs","transnona.t1.res",0.0082805813901669,0.0257841312187557,9
"All POPs","pfhxs.t1.res",0.457419603794783,0.000159709147060463,9
"All POPs","pfos.t1.res",0.00258204033969964,0.149776462984307,9
"All POPs","pfoa.t1.res",0.0198637913482705,0.062853793793894,9
"All POPs","pcb118.t1.res",0.0108851979963703,0.0917927856504493,9
"All POPs","pcb138.t1.res",0.000687697964994437,0.0442098497612548,9
"All POPs","pcb153.t1.res",0.0320364491000551,0.00207596220173693,9
"All POPs","pcb180.t1.res",0.0502214137642235,0.101868746074096,9
"All POPs","bde47.t1.res",0.40453316917605,0.00210845474665667,9
"All POPs","bbhc.t1.res",0.00899037745028243,0.174014894985568,10
"All POPs","dde.t1.res",0.0292246227548327,0.0459568972490189,10
"All POPs","oxychlor.t1.res",0.00261083197271187,0.140545273412742,10
"All POPs","transnona.t1.res",0.0171270427105936,0.00768066890555883,10
"All POPs","pfhxs.t1.res",0.407891802960208,0.000209165979427001,10
"All POPs","pfos.t1.res",0.00258095677463008,0.134760918579679,10
"All POPs","pfoa.t1.res",0.0127486909314405,0.120599469199534,10
"All POPs","pcb118.t1.res",0.0101231275182218,0.143757495459383,10
"All POPs","pcb138.t1.res",0.000389255873016214,0.135822656378339,10
"All POPs","pcb153.t1.res",0.0309215674741811,0.00492462691193314,10
"All POPs","pcb180.t1.res",0.0531487130271949,0.0894777182488692,10
"All POPs","bde47.t1.res",0.424243010552687,0.00225021468994694,10
