"mixture_name","name","weight","imputation_number"
"PFAS","pfoa.t1.res",-0.504789102145039,9
"PFAS","pfhxs.t1.res",1,10
"PFAS","pfos.t1.res",-0.469553923026018,10
"PFAS","pfoa.t1.res",-0.530446076973982,10
"PCBs","pcb118.t1.res",-0.571680628902094,1
"PCBs","pcb138.t1.res",0.668714301381727,1
"PCBs","pcb153.t1.res",0.331285698618273,1
"PCBs","pcb180.t1.res",-0.428319371097906,1
"PCBs","pcb118.t1.res",-0.55581685704935,2
"PCBs","pcb138.t1.res",0.764493640511448,2
"PCBs","pcb153.t1.res",0.235506359488552,2
"PCBs","pcb180.t1.res",-0.44418314295065,2
"PCBs","pcb118.t1.res",-0.544075632004867,3
"PCBs","pcb138.t1.res",1,3
"PCBs","pcb153.t1.res",-0.120152333982094,3
"PCBs","pcb180.t1.res",-0.33577203401304,3
"PCBs","pcb118.t1.res",-0.451203362619827,4
"PCBs","pcb138.t1.res",0.645058411378385,4
"PCBs","pcb153.t1.res",0.354941588621615,4
"PCBs","pcb180.t1.res",-0.548796637380173,4
"PCBs","pcb118.t1.res",-0.728147999765582,5
"PCBs","pcb138.t1.res",0.940376418524011,5
"PCBs","pcb153.t1.res",0.0596235814759893,5
"PCBs","pcb180.t1.res",-0.271852000234418,5
"PCBs","pcb118.t1.res",-0.519365517359615,6
"PCBs","pcb138.t1.res",0.885962387269423,6
"PCBs","pcb153.t1.res",0.114037612730577,6
"PCBs","pcb180.t1.res",-0.480634482640385,6
"PCBs","pcb118.t1.res",-0.706417452159238,7
"PCBs","pcb138.t1.res",0.944586087388178,7
"PCBs","pcb153.t1.res",0.0554139126118225,7
"PCBs","pcb180.t1.res",-0.293582547840762,7
"PCBs","pcb118.t1.res",-0.430646432253389,8
"PCBs","pcb138.t1.res",0.655263484163868,8
"PCBs","pcb153.t1.res",0.344736515836132,8
"PCBs","pcb180.t1.res",-0.569353567746611,8
"PCBs","pcb118.t1.res",-0.518266229158708,9
"PCBs","pcb138.t1.res",1,9
"PCBs","pcb153.t1.res",-0.148984996529649,9
"PCBs","pcb180.t1.res",-0.332748774311643,9
"PCBs","pcb118.t1.res",-0.771855283081266,10
"PCBs","pcb138.t1.res",0.721149513379409,10
"PCBs","pcb153.t1.res",0.278850486620591,10
"PCBs","pcb180.t1.res",-0.228144716918734,10
"All POPs","bbhc.t1.res",-0.12003202086972,1
"All POPs","dde.t1.res",-0.069393983073765,1
"All POPs","oxychlor.t1.res",-0.0779647632496605,1
"All POPs","transnona.t1.res",-0.0743659202121232,1
"All POPs","pfhxs.t1.res",0.283000784619432,1
"All POPs","pfos.t1.res",-0.222138009153359,1
"All POPs","pfoa.t1.res",-0.215029731362103,1
"All POPs","pcb118.t1.res",-0.0780170094134084,1
"All POPs","pcb138.t1.res",0.388376285436902,1
"All POPs","pcb153.t1.res",0.187213737829092,1
"All POPs","pcb180.t1.res",-0.143058562665861,1
"All POPs","bde47.t1.res",0.141409192114574,1
"All POPs","bbhc.t1.res",-0.0416937317053096,2
"All POPs","dde.t1.res",-0.0258188534160063,2
"All POPs","oxychlor.t1.res",-0.166548411709062,2
"All POPs","transnona.t1.res",-0.00762593152670351,2
"All POPs","pfhxs.t1.res",0.322426533557885,2
"All POPs","pfos.t1.res",-0.287345359141771,2
"All POPs","pfoa.t1.res",-0.270824303411952,2
"All POPs","pcb118.t1.res",-0.0744820722654517,2
"All POPs","pcb138.t1.res",0.331366947144298,2
"All POPs","pcb153.t1.res",0.175970143927202,2
"All POPs","pcb180.t1.res",-0.125661336823744,2
"All POPs","bde47.t1.res",0.170236375370615,2
"All POPs","bbhc.t1.res",-0.152350585618337,3
"All POPs","dde.t1.res",0.0162505326638347,3
"All POPs","oxychlor.t1.res",-0.144313100804032,3
"All POPs","transnona.t1.res",0.114557656347262,3
"All POPs","pfhxs.t1.res",0.287858767336158,3
"All POPs","pfos.t1.res",-0.293438263980749,3
"All POPs","pfoa.t1.res",-0.250527097961574,3
"All POPs","pcb118.t1.res",-0.0625497695664443,3
"All POPs","pcb138.t1.res",0.434111042158676,3
"All POPs","pcb153.t1.res",-0.036450610302375,3
"All POPs","pcb180.t1.res",-0.0603705717664888,3
"All POPs","bde47.t1.res",0.147222001494068,3
"All POPs","bbhc.t1.res",-0.0948511707764158,4
"All POPs","dde.t1.res",-0.131860648971367,4
"All POPs","oxychlor.t1.res",-0.0524909492954231,4
"All POPs","transnona.t1.res",0.0258485016009829,4
"All POPs","pfhxs.t1.res",0.282169290480057,4
"All POPs","pfos.t1.res",-0.230227260115732,4
"All POPs","pfoa.t1.res",-0.200985246257925,4
"All POPs","pcb118.t1.res",-0.105617496015038,4
"All POPs","pcb138.t1.res",0.412510059383937,4
"All POPs","pcb153.t1.res",0.169894913430958,4
"All POPs","pcb180.t1.res",-0.183967228568099,4
"All POPs","bde47.t1.res",0.109577235104065,4
"All POPs","bbhc.t1.res",-0.10874390776192,5
"All POPs","dde.t1.res",-0.130363681003139,5
"All POPs","oxychlor.t1.res",-0.0340923377959301,5
"All POPs","transnona.t1.res",-0.0442581942720373,5
"All POPs","pfhxs.t1.res",0.30684447835709,5
"All POPs","pfos.t1.res",-0.247567958370274,5
"All POPs","pfoa.t1.res",-0.230545097858742,5
"All POPs","pcb118.t1.res",-0.112884838042721,5
"All POPs","pcb138.t1.res",0.449254291163783,5
"All POPs","pcb153.t1.res",0.0924096037192942,5
"All POPs","pcb180.t1.res",-0.0915439848952362,5
"All POPs","bde47.t1.res",0.151491626759832,5
"All POPs","bbhc.t1.res",-0.105880498298727,6
"All POPs","dde.t1.res",-0.00718543460219496,6
"All POPs","oxychlor.t1.res",-0.0285900932057162,6
"All POPs","transnona.t1.res",-0.0866510977397049,6
"All POPs","pfhxs.t1.res",0.332035348634735,6
"All POPs","pfos.t1.res",-0.243482412117432,6
"All POPs","pfoa.t1.res",-0.296502860145337,6
"All POPs","pcb118.t1.res",-0.0832299716205569,6
"All POPs","pcb138.t1.res",0.454893510155813,6
"All POPs","pcb153.t1.res",0.0801654694252759,6
"All POPs","pcb180.t1.res",-0.14847763227033,6
"All POPs","bde47.t1.res",0.132905671784176,6
"All POPs","bbhc.t1.res",-0.11036292056519,7
"All POPs","dde.t1.res",-0.0398948584742386,7
"All POPs","oxychlor.t1.res",-0.0630721546850126,7
"All POPs","transnona.t1.res",-0.0843047278963394,7
"All POPs","pfhxs.t1.res",0.389207262549396,7
"All POPs","pfos.t1.res",-0.335604342747427,7
"All POPs","pfoa.t1.res",-0.265030955930809,7
"All POPs","pcb118.t1.res",-0.0391671845134915,7
"All POPs","pcb138.t1.res",0.423536578719577,7
"All POPs","pcb153.t1.res",0.0587702590235693,7
"All POPs","pcb180.t1.res",-0.0625628551874919,7
"All POPs","bde47.t1.res",0.128485899707458,7
"All POPs","bbhc.t1.res",-0.0268193260434451,8
"All POPs","dde.t1.res",-0.0523392700312027,8
"All POPs","oxychlor.t1.res",-0.152264799392314,8
"All POPs","transnona.t1.res",0.114686523761004,8
"All POPs","pfhxs.t1.res",0.278144614781243,8
"All POPs","pfos.t1.res",-0.289611832222203,8
"All POPs","pfoa.t1.res",-0.224766594779222,8
"All POPs","pcb118.t1.res",-0.0979401084451945,8
"All POPs","pcb138.t1.res",0.296000011504368,8
"All POPs","pcb153.t1.res",0.149885426184015,8
"All POPs","pcb180.t1.res",-0.156258069086419,8
"All POPs","bde47.t1.res",0.161283423769369,8
"All POPs","bbhc.t1.res",-0.0843993180163378,9
"All POPs","dde.t1.res",-0.0591109877784739,9
"All POPs","oxychlor.t1.res",-0.100999427597305,9
"All POPs","transnona.t1.res",0.0895006429897796,9
"All POPs","pfhxs.t1.res",0.327344660279922,9
"All POPs","pfos.t1.res",-0.295607617001088,9
"All POPs","pfoa.t1.res",-0.257273101539358,9
"All POPs","pcb118.t1.res",-0.086200079396049,9
"All POPs","pcb138.t1.res",0.467708805188677,9
"All POPs","pcb153.t1.res",-0.0044451609851948,9
"All POPs","pcb180.t1.res",-0.111964307686193,9
"All POPs","bde47.t1.res",0.115445891541622,9
"All POPs","bbhc.t1.res",-0.0304406366888452,10
"All POPs","dde.t1.res",-0.0124995778844842,10
"All POPs","oxychlor.t1.res",-0.202132728416198,10
"All POPs","transnona.t1.res",0.0456496421909468,10
"All POPs","pfhxs.t1.res",0.369920598398955,10
"All POPs","pfos.t1.res",-0.290062935590284,10
"All POPs","pfoa.t1.res",-0.308699978678033,10
"All POPs","pcb118.t1.res",-0.0830219219940474,10
"All POPs","pcb138.t1.res",0.317560531452581,10
"All POPs","pcb153.t1.res",0.153311355881601,10
"All POPs","pcb180.t1.res",-0.0731422207481078,10
"All POPs","bde47.t1.res",0.113557872075916,10
