"mixture_name","name","weight","mod_var_name","mod_level","imputation_number"
"PCBs","pcb180.t1.res",-0.137258035005021,"fol.intake3",2,2
"PCBs","pcb118.t1.res",0.0524431984893561,"fol.intake3",3,2
"PCBs","pcb138.t1.res",-0.56270468542304,"fol.intake3",3,2
"PCBs","pcb153.t1.res",0.947556801510644,"fol.intake3",3,2
"PCBs","pcb180.t1.res",-0.43729531457696,"fol.intake3",3,2
"PCBs","pcb118.t1.res",0.239178767411249,"fol.intake3",1,3
"PCBs","pcb138.t1.res",0.20805654663208,"fol.intake3",1,3
"PCBs","pcb153.t1.res",0.552764685956671,"fol.intake3",1,3
"PCBs","pcb180.t1.res",-1,"fol.intake3",1,3
"PCBs","pcb118.t1.res",-0.516955768819106,"fol.intake3",2,3
"PCBs","pcb138.t1.res",0.967638709144581,"fol.intake3",2,3
"PCBs","pcb153.t1.res",-0.483044231180894,"fol.intake3",2,3
"PCBs","pcb180.t1.res",0.0323612908554187,"fol.intake3",2,3
"PCBs","pcb118.t1.res",0.0576453761710724,"fol.intake3",3,3
"PCBs","pcb138.t1.res",-0.296269452789571,"fol.intake3",3,3
"PCBs","pcb153.t1.res",0.942354623828927,"fol.intake3",3,3
"PCBs","pcb180.t1.res",-0.703730547210429,"fol.intake3",3,3
"PCBs","pcb118.t1.res",0.0449459224638292,"fol.intake3",1,4
"PCBs","pcb138.t1.res",0.527367252423184,"fol.intake3",1,4
"PCBs","pcb153.t1.res",0.427686825112987,"fol.intake3",1,4
"PCBs","pcb180.t1.res",-1,"fol.intake3",1,4
"PCBs","pcb118.t1.res",-0.61453814605079,"fol.intake3",2,4
"PCBs","pcb138.t1.res",1,"fol.intake3",2,4
"PCBs","pcb153.t1.res",-0.0782826953333945,"fol.intake3",2,4
"PCBs","pcb180.t1.res",-0.307179158615816,"fol.intake3",2,4
"PCBs","pcb118.t1.res",0.0403063266758969,"fol.intake3",3,4
"PCBs","pcb138.t1.res",-0.374159149490094,"fol.intake3",3,4
"PCBs","pcb153.t1.res",0.959693673324103,"fol.intake3",3,4
"PCBs","pcb180.t1.res",-0.625840850509906,"fol.intake3",3,4
"PCBs","pcb118.t1.res",0.130792767144408,"fol.intake3",1,5
"PCBs","pcb138.t1.res",0.418461199499419,"fol.intake3",1,5
"PCBs","pcb153.t1.res",0.450746033356173,"fol.intake3",1,5
"PCBs","pcb180.t1.res",-1,"fol.intake3",1,5
"PCBs","pcb118.t1.res",-0.672931519906284,"fol.intake3",2,5
"PCBs","pcb138.t1.res",0.979619955178293,"fol.intake3",2,5
"PCBs","pcb153.t1.res",-0.327068480093716,"fol.intake3",2,5
